identifier,permno/dscd,region
79705,68520L,intl
79706,68520N,intl
79707,68520T,intl
79708,68521C,intl
79709,68521M,intl
79710,685238,intl
79711,685242,intl
79712,685253,intl
79713,685262,intl
79714,68526Q,intl
79715,68526R,intl
79716,68526T,intl
79717,68526V,intl
79718,68526W,intl
79719,68526X,intl
79720,68527C,intl
79721,68527D,intl
79722,68527E,intl
79723,68527J,intl
79724,68527L,intl
79725,68528D,intl
79726,685305,intl
79728,68534F,intl
79729,68535T,intl
79730,68535U,intl
79731,68535W,intl
79732,68535X,intl
79733,68536N,intl
79734,68536U,intl
79735,685372,intl
79736,685376,intl
79738,68538E,intl
79739,68538X,intl
79740,68539C,intl
79741,68539D,intl
79742,685402,intl
79743,685420,intl
79744,685421,intl
79745,685422,intl
79746,685424,intl
79747,685425,intl
79748,685426,intl
79749,685448,intl
79750,68544U,intl
79751,68544V,intl
79752,685453,intl
79753,685454,intl
79754,685462,intl
79755,685470,intl
79756,685475,intl
79757,685477,intl
79758,685479,intl
79759,685483,intl
79760,685484,intl
79761,685487,intl
79762,685489,intl
79763,685493,intl
79764,685496,intl
79765,685498,intl
79766,685499,intl
79767,68549K,intl
79768,68549L,intl
79769,68549M,intl
79770,68549N,intl
79771,68549U,intl
79772,685503,intl
79773,685506,intl
79774,68550D,intl
79775,68550E,intl
79776,685511,intl
79777,685521,intl
79778,685522,intl
79779,68552K,intl
79780,68554R,intl
79781,68554T,intl
79782,68554V,intl
79783,68554W,intl
79784,685553,intl
79785,68555J,intl
79786,68555K,intl
79787,68555M,intl
79788,68555N,intl
79789,68555P,intl
79790,68555Q,intl
79791,68555R,intl
79792,68556E,intl
79793,68556H,intl
79795,685589,intl
79796,685597,intl
79797,685609,intl
79798,685617,intl
79799,68561M,intl
79800,68561N,intl
79801,68561P,intl
79802,685623,intl
79803,685624,intl
79804,685625,intl
79805,685630,intl
79806,68565L,intl
79807,68565M,intl
79808,68565U,intl
79809,68566T,intl
79810,68566X,intl
79811,685679,intl
79812,68567L,intl
79813,68567M,intl
79814,68567N,intl
79815,685680,intl
79816,685686,intl
79817,685687,intl
79818,68568P,intl
79819,68572C,intl
79823,685738,intl
79824,68573W,intl
79825,68573X,intl
79826,685741,intl
79827,68574P,intl
79828,685755,intl
79829,685756,intl
79830,685757,intl
79831,68575C,intl
79832,68575F,intl
79833,68575K,intl
79834,68575L,intl
79835,68575M,intl
79836,68575R,intl
79837,685765,intl
79838,68576J,intl
79840,68577D,intl
79841,685788,intl
79843,68578P,intl
79844,68579T,intl
79845,68580K,intl
79846,68580M,intl
79847,68580N,intl
79848,68580R,intl
79849,68580T,intl
79850,68580U,intl
79851,68580W,intl
79852,685822,intl
79853,685824,intl
79854,685825,intl
79855,685826,intl
79857,685840,intl
79858,685867,intl
79859,685871,intl
79860,685903,intl
79861,685906,intl
79862,685908,intl
79863,685911,intl
79864,685938,intl
79865,68593J,intl
79866,68593K,intl
79867,685945,intl
79868,685947,intl
79869,685948,intl
79870,685949,intl
79871,685952,intl
79872,685954,intl
79873,685959,intl
79878,68596K,intl
79879,68596L,intl
79880,68596M,intl
79881,68596N,intl
79882,68597E,intl
79884,68597U,intl
79885,685981,intl
79886,685982,intl
79887,685987,intl
79888,685996,intl
79890,686011,intl
79891,686012,intl
79892,686086,intl
79895,686090,intl
79896,686109,intl
79898,68616P,intl
79899,68616V,intl
79901,68617F,intl
79903,68617J,intl
79904,68617P,intl
79906,68619D,intl
79907,68621W,intl
79908,68621X,intl
79909,68622C,intl
79910,68622E,intl
79911,68622L,intl
79912,686235,intl
79913,68623V,intl
79914,686246,intl
79915,68624D,intl
79916,68624Q,intl
79917,68625C,intl
79918,68625W,intl
79919,68626C,intl
79920,686274,intl
79923,68627D,intl
79924,68627E,intl
79925,68627K,intl
79927,68629D,intl
79928,68629E,intl
79930,68630D,intl
79931,68630F,intl
79932,68630H,intl
79933,68630J,intl
79934,68630K,intl
79935,68630N,intl
79936,68630T,intl
79937,68630U,intl
79938,686313,intl
79939,68631T,intl
79940,68632H,intl
79941,68633V,intl
79942,68633W,intl
79944,68637D,intl
79945,68637E,intl
79946,68637F,intl
79947,68637H,intl
79948,68637J,intl
79949,68637K,intl
79950,686382,intl
79951,68639K,intl
79952,68639N,intl
79953,68640D,intl
79954,68640F,intl
79955,68640H,intl
79957,686437,intl
79958,68643W,intl
79959,68643X,intl
79960,686445,intl
79961,686452,intl
79962,686453,intl
79963,68645D,intl
79966,68645V,intl
79969,686517,intl
79970,68651L,intl
79971,686526,intl
79972,686535,intl
79973,686537,intl
79974,686538,intl
79975,686539,intl
79976,68653V,intl
79978,68655D,intl
79979,68655E,intl
79980,68655F,intl
79981,68655H,intl
79982,68655J,intl
79983,686568,intl
79984,68656P,intl
79986,68658U,intl
79987,686597,intl
79988,68662P,intl
79989,68663F,intl
79990,68663J,intl
79991,68663K,intl
79992,68663P,intl
79993,686641,intl
79994,68664H,intl
79995,68664J,intl
79996,68664K,intl
79997,68664L,intl
79999,686655,intl
80000,686659,intl
80001,68665R,intl
80002,68665T,intl
80003,68665U,intl
80004,686660,intl
80005,68666R,intl
80006,68667D,intl
80007,68668T,intl
80008,686690,intl
80011,686714,intl
80012,68672P,intl
80013,68672X,intl
80014,68673C,intl
80015,68673D,intl
80016,68673E,intl
80017,68673F,intl
80018,68673H,intl
80019,68673J,intl
80020,68673K,intl
80021,686743,intl
80022,68675W,intl
80023,68676C,intl
80024,68676D,intl
80025,68676E,intl
80026,68678J,intl
80027,686790,intl
80030,68679U,intl
80031,686800,intl
80032,68680E,intl
80033,68681R,intl
80034,68681T,intl
80035,68681V,intl
80036,68682F,intl
80037,68684C,intl
80038,68684D,intl
80039,68684F,intl
80040,68684J,intl
80041,68684P,intl
80042,68684Q,intl
80043,68684X,intl
80044,686853,intl
80045,68686H,intl
80046,68686L,intl
80050,686875,intl
80051,68687C,intl
80055,68687Q,intl
80058,686918,intl
80059,686922,intl
80060,686927,intl
80061,68693D,intl
80064,686945,intl
80068,68695A,intl
80069,68695J,intl
80070,68695K,intl
80071,686992,intl
80072,686994,intl
80076,687012,intl
80077,687013,intl
80083,68703M,intl
80084,68703V,intl
80086,68703X,intl
80088,68704U,intl
80091,68705Q,intl
80092,68705T,intl
80097,687076,intl
80099,68707Q,intl
80108,68711V,intl
80109,687120,intl
80110,687122,intl
80111,687123,intl
80119,687150,intl
80121,68715P,intl
80125,68716R,intl
80126,68716T,intl
80132,687188,intl
80133,687189,intl
80141,687227,intl
80146,68723R,intl
80147,68723T,intl
80148,68723U,intl
80149,68723V,intl
80150,68723W,intl
80158,687268,intl
80159,687270,intl
80161,687283,intl
80163,687286,intl
80173,687326,intl
80176,687335,intl
80177,687336,intl
80178,687337,intl
80179,687338,intl
80180,687339,intl
80181,68733D,intl
80182,68733W,intl
80183,68733X,intl
80184,687341,intl
80188,68734C,intl
80189,68734Q,intl
80193,68735C,intl
80194,68735K,intl
80195,687367,intl
80196,687373,intl
80197,687376,intl
80198,687385,intl
80199,687403,intl
80203,687418,intl
80204,68742H,intl
80206,68743H,intl
80211,687450,intl
80212,687452,intl
80221,68749D,intl
80223,687500,intl
80224,68750R,intl
80225,68750T,intl
80226,68750V,intl
80230,68751J,intl
80231,68751T,intl
80233,68752X,intl
80247,687572,intl
80248,687592,intl
80249,687594,intl
80253,687608,intl
80256,68761C,intl
80257,68761F,intl
80258,68761K,intl
80259,68761L,intl
80260,68761M,intl
80261,68761Q,intl
80263,68762J,intl
80264,68762K,intl
80265,68762L,intl
80266,68762M,intl
80267,68762N,intl
80268,68762P,intl
80269,68762Q,intl
80270,68762R,intl
80271,68762T,intl
80272,68762U,intl
80273,68762V,intl
80274,68762W,intl
80275,68762X,intl
80276,68763C,intl
80277,68763D,intl
80278,68763E,intl
80279,68763F,intl
80280,68763H,intl
80281,68763J,intl
80282,68763K,intl
80283,68763L,intl
80284,68763M,intl
80285,68763N,intl
80286,68763P,intl
80287,68763R,intl
80288,68763T,intl
80289,68763U,intl
80290,68763V,intl
80291,68763W,intl
80292,68763X,intl
80294,68764C,intl
80295,68764D,intl
80296,68764E,intl
80297,68764F,intl
80298,68764H,intl
80299,68764J,intl
80300,68764K,intl
80301,68764L,intl
80302,68764M,intl
80303,68764N,intl
80304,68764P,intl
80305,68764Q,intl
80306,68764R,intl
80307,68764T,intl
80308,68764U,intl
80309,68764V,intl
80310,68764W,intl
80311,68764X,intl
80313,68765C,intl
80314,68765D,intl
80315,68765E,intl
80316,68765F,intl
80317,68765H,intl
80318,68765J,intl
80319,68765K,intl
80320,68765L,intl
80321,68765M,intl
80322,68765N,intl
80323,68765P,intl
80324,68765Q,intl
80325,68765R,intl
80326,68765T,intl
80327,68765U,intl
80328,68765V,intl
80329,68765W,intl
80330,68765X,intl
80335,68766C,intl
80336,68766D,intl
80337,68766E,intl
80338,68766F,intl
80339,68766H,intl
80340,68766J,intl
80341,68766K,intl
80342,68766L,intl
80343,68766M,intl
80344,68766N,intl
80345,68766P,intl
80346,68766Q,intl
80347,68766R,intl
80348,68766T,intl
80349,68766U,intl
80350,68766V,intl
80351,68766W,intl
80352,68766X,intl
80353,687670,intl
80354,68767C,intl
80355,68767D,intl
80356,68767E,intl
80357,68767F,intl
80358,68767H,intl
80359,68767J,intl
80360,68767K,intl
80361,68767L,intl
80362,68767M,intl
80363,68767N,intl
80364,68767P,intl
80365,68767Q,intl
80366,68767R,intl
80367,68767T,intl
80368,68767U,intl
80369,68767V,intl
80370,68767W,intl
80371,68767X,intl
80372,68768C,intl
80373,68768D,intl
80374,68768E,intl
80375,68768F,intl
80376,68768H,intl
80377,68768J,intl
80378,68768K,intl
80379,68768L,intl
80380,68768M,intl
80381,68768N,intl
80382,68768P,intl
80383,68768Q,intl
80384,68768R,intl
80385,68768T,intl
80386,68768U,intl
80387,68768V,intl
80388,68768W,intl
80389,68768X,intl
80390,687690,intl
80392,68769C,intl
80393,68769D,intl
80394,68769E,intl
80395,68769F,intl
80396,68769H,intl
80397,68769J,intl
80398,68769K,intl
80399,68769L,intl
80400,68769M,intl
80401,68769N,intl
80402,68769P,intl
80403,68769Q,intl
80404,68769R,intl
80405,68769T,intl
80406,68769U,intl
80407,68769V,intl
80408,68769W,intl
80409,68769X,intl
80411,68770C,intl
80412,68770D,intl
80413,68770E,intl
80414,68770F,intl
80415,68770H,intl
80416,68770J,intl
80417,68770K,intl
80418,68770L,intl
80419,68770M,intl
80420,68770N,intl
80421,68770P,intl
80422,68770Q,intl
80423,68770R,intl
80424,68770T,intl
80425,68770U,intl
80426,68770V,intl
80427,68770W,intl
80428,68770X,intl
80431,68771C,intl
80432,68771D,intl
80433,68771E,intl
80434,68771F,intl
80435,68771H,intl
80436,68771J,intl
80437,68771K,intl
80438,68771L,intl
80439,68771M,intl
80440,68771N,intl
80441,68771P,intl
80442,68771Q,intl
80443,68771R,intl
80444,68771T,intl
80445,68771U,intl
80446,68771V,intl
80447,68771W,intl
80448,68771X,intl
80451,68772C,intl
80452,68772D,intl
80453,68772E,intl
80454,68772F,intl
80455,68772H,intl
80456,68772K,intl
80457,68772L,intl
80458,68772M,intl
80459,68772N,intl
80460,68772P,intl
80461,68772Q,intl
80462,68772R,intl
80463,68772T,intl
80464,68772U,intl
80465,68772V,intl
80466,68772W,intl
80467,68772X,intl
80468,68773C,intl
80469,68773D,intl
80470,68773E,intl
80471,68773F,intl
80472,68773H,intl
80473,68773J,intl
80474,68773K,intl
80475,68773L,intl
80476,68773M,intl
80477,68773N,intl
80478,68773P,intl
80479,68773Q,intl
80480,68773R,intl
80481,68773T,intl
80482,68773U,intl
80483,68773V,intl
80484,68773W,intl
80485,68773X,intl
80486,687741,intl
80487,687742,intl
80490,68774C,intl
80491,68774D,intl
80492,68774H,intl
80493,68774J,intl
80494,68774K,intl
80495,68774L,intl
80496,68774M,intl
80497,68774N,intl
80498,68774P,intl
80499,68774Q,intl
80500,68774R,intl
80501,68774U,intl
80502,68774V,intl
80503,68774W,intl
80504,68774X,intl
80505,68775C,intl
80506,68775D,intl
80507,68775E,intl
80508,68775F,intl
80509,68775H,intl
80510,68775J,intl
80511,68775K,intl
80512,68775L,intl
80513,68775M,intl
80514,68775N,intl
80515,68775P,intl
80516,68775Q,intl
80517,68775R,intl
80518,68775T,intl
80519,68775U,intl
80521,687767,intl
80527,687791,intl
80531,687813,intl
80534,68781C,intl
80535,68782U,intl
80540,687837,intl
80546,68784C,intl
80547,68784D,intl
80548,68784E,intl
80549,68784L,intl
80550,68784V,intl
80551,68784W,intl
80554,68785J,intl
80555,687873,intl
80556,687874,intl
80560,687904,intl
80561,687905,intl
80562,687931,intl
80563,687932,intl
80568,687942,intl
80571,687959,intl
80574,687965,intl
80576,68796J,intl
80577,68796Q,intl
80578,68796R,intl
80580,687971,intl
80583,68797E,intl
80584,68797F,intl
80585,68797H,intl
80586,68797V,intl
80591,68798C,intl
80592,68798D,intl
80593,68798E,intl
80594,68798F,intl
80598,68799C,intl
80599,68799L,intl
80600,688025,intl
80601,688027,intl
80602,68802J,intl
80603,688084,intl
80604,68809X,intl
80605,68810C,intl
80606,68810D,intl
80607,68810K,intl
80608,68812F,intl
80609,68812H,intl
80610,68812J,intl
80611,68812K,intl
80612,688137,intl
80614,688159,intl
80615,68815F,intl
80616,68815Q,intl
80617,68815W,intl
80618,688160,intl
80620,688166,intl
80621,688173,intl
80622,68818V,intl
80624,688199,intl
80625,68819H,intl
80626,68819K,intl
80627,68819L,intl
80628,68819M,intl
80631,68820X,intl
80632,68821C,intl
80633,688282,intl
80634,688284,intl
80635,688300,intl
80636,688301,intl
80638,688324,intl
80639,688329,intl
80640,688393,intl
80641,68840K,intl
80642,68840L,intl
80643,68840M,intl
80644,68840N,intl
80645,68840P,intl
80646,68840Q,intl
80647,68840R,intl
80648,68840T,intl
80649,68840U,intl
80650,68840V,intl
80651,68840W,intl
80652,68840X,intl
80653,68841C,intl
80654,68841D,intl
80655,68841E,intl
80656,68841F,intl
80657,68841H,intl
80658,68841J,intl
80659,68841K,intl
80660,68841L,intl
80661,68841M,intl
80662,68841N,intl
80663,68841P,intl
80664,68841Q,intl
80665,68841R,intl
80666,68841U,intl
80667,68841V,intl
80668,68841W,intl
80669,68841X,intl
80672,688425,intl
80673,688426,intl
80674,688427,intl
80675,688428,intl
80676,688429,intl
80677,68842C,intl
80678,68842D,intl
80679,68842E,intl
80680,68842F,intl
80681,68842H,intl
80682,68842J,intl
80683,68842K,intl
80684,68842L,intl
80685,68842M,intl
80686,68842N,intl
80687,68842P,intl
80688,68842Q,intl
80689,68842R,intl
80690,68842T,intl
80691,688430,intl
80692,688431,intl
80694,688433,intl
80695,688434,intl
80696,688435,intl
80697,688436,intl
80698,688437,intl
80699,688438,intl
80700,688447,intl
80701,688472,intl
80702,688473,intl
80703,688475,intl
80704,688476,intl
80706,688478,intl
80707,688479,intl
80708,688481,intl
80709,688482,intl
80710,688483,intl
80712,688485,intl
80713,688486,intl
80714,688487,intl
80715,688488,intl
80716,688489,intl
80717,688490,intl
80718,688491,intl
80719,688492,intl
80720,688493,intl
80721,688494,intl
80722,688495,intl
80723,688496,intl
80724,688497,intl
80726,688514,intl
80727,688515,intl
80728,688516,intl
80729,688517,intl
80730,688518,intl
80731,688520,intl
80732,688521,intl
80733,688522,intl
80734,688523,intl
80735,688525,intl
80736,688526,intl
80737,688527,intl
80739,688538,intl
80740,688539,intl
80741,688547,intl
80742,688552,intl
80744,688569,intl
80745,68856D,intl
80746,68856E,intl
80747,688573,intl
80748,688575,intl
80750,688577,intl
80751,688579,intl
80752,688580,intl
80753,688583,intl
80754,688597,intl
80755,688598,intl
80756,688611,intl
80757,688613,intl
80758,688620,intl
80760,688632,intl
80761,68863R,intl
80762,68863V,intl
80764,688647,intl
80765,688648,intl
80766,688649,intl
80767,68864C,intl
80770,68864F,intl
80776,688650,intl
80777,688651,intl
80778,688653,intl
80779,688654,intl
80780,688655,intl
80781,688656,intl
80783,688659,intl
80785,688663,intl
80786,688666,intl
80787,688667,intl
80788,68866P,intl
80789,68866W,intl
80790,68869M,intl
80791,68869N,intl
80792,68869P,intl
80794,688701,intl
80795,688722,intl
80797,688724,intl
80798,688725,intl
80799,688726,intl
80801,688732,intl
80803,688734,intl
80804,688735,intl
80805,68873P,intl
80806,688748,intl
80807,688749,intl
80808,688750,intl
80809,688751,intl
80812,68876J,intl
80813,68876K,intl
80814,68876L,intl
80815,68876M,intl
80816,68876W,intl
80817,688776,intl
80818,68877C,intl
80819,688806,intl
80821,688810,intl
80822,688812,intl
80823,688814,intl
80824,688815,intl
80825,688816,intl
80826,688818,intl
80827,688819,intl
80828,688820,intl
80829,688821,intl
80830,688822,intl
80831,688823,intl
80832,688824,intl
80833,688826,intl
80834,68883L,intl
80837,688844,intl
80838,688846,intl
80840,68884X,intl
80841,688852,intl
80842,688856,intl
80843,68885P,intl
80845,688863,intl
80846,688864,intl
80847,688867,intl
80848,688868,intl
80849,688869,intl
80850,688875,intl
80851,688876,intl
80852,688877,intl
80854,688909,intl
80856,68893M,intl
80857,68893P,intl
80858,68894M,intl
80859,688955,intl
80862,688958,intl
80863,68895J,intl
80864,688961,intl
80865,688962,intl
80866,688963,intl
80867,688965,intl
80868,68896H,intl
80869,688974,intl
80870,68897E,intl
80871,68898K,intl
80872,68898L,intl
80873,68898N,intl
80874,688994,intl
80875,688996,intl
80876,688997,intl
80877,688999,intl
80880,689024,intl
80881,689025,intl
80884,689046,intl
80885,689047,intl
80886,68904T,intl
80891,68905X,intl
80895,68907P,intl
80896,68907Q,intl
80897,68907R,intl
80898,68907T,intl
80899,68907U,intl
80900,68907V,intl
80903,689087,intl
80907,689116,intl
80909,689124,intl
80910,689133,intl
80911,689143,intl
80914,68914V,intl
80916,68915C,intl
80918,68916N,intl
80919,68916W,intl
80920,68916X,intl
80922,68917P,intl
80923,68917X,intl
80924,689180,intl
80927,68918D,intl
80928,68918H,intl
80929,68918L,intl
80930,68918M,intl
80937,68923J,intl
80938,68923K,intl
80939,68923Q,intl
80940,68924W,intl
80942,689256,intl
80944,68925P,intl
80945,689262,intl
80946,689263,intl
80947,689265,intl
80948,689266,intl
80949,689267,intl
80950,689268,intl
80951,689269,intl
80952,689270,intl
80953,689271,intl
80954,689272,intl
80958,689305,intl
80959,689307,intl
80961,68930M,intl
80969,68931P,intl
80972,68933T,intl
80973,68933U,intl
80974,68933V,intl
80977,689349,intl
80978,689350,intl
80981,689358,intl
80982,689359,intl
80983,68935L,intl
80984,68935P,intl
80987,68936F,intl
80988,689372,intl
80990,68937L,intl
80992,68938V,intl
80996,68939C,intl
80997,689402,intl
81000,689407,intl
81003,689419,intl
81012,689469,intl
81013,68946L,intl
81014,68946M,intl
81017,68947C,intl
81018,68947E,intl
81019,68947T,intl
81028,689526,intl
81031,689538,intl
81035,689548,intl
81036,68954X,intl
81037,689554,intl
81038,68955C,intl
81040,68956M,intl
81050,689622,intl
81054,689637,intl
81055,68963U,intl
81056,689645,intl
81058,68964J,intl
81059,689656,intl
81061,689675,intl
81062,689676,intl
81065,68967E,intl
81071,68970U,intl
81073,68971H,intl
81074,689740,intl
81078,689760,intl
81081,68976J,intl
81082,68976K,intl
81083,68976L,intl
81084,68976W,intl
81085,68977D,intl
81087,68978L,intl
81091,689801,intl
81101,68982W,intl
81103,68983L,intl
81104,68983P,intl
81105,68983V,intl
81107,68983X,intl
81108,68984E,intl
81109,68984H,intl
81110,68984L,intl
81111,68984M,intl
81112,68984N,intl
81113,68984P,intl
81114,68984R,intl
81115,68984T,intl
81116,68984U,intl
81117,68984V,intl
81118,68984W,intl
81119,68985D,intl
81120,689863,intl
81121,689883,intl
81122,689884,intl
81127,68993K,intl
81128,68994E,intl
81129,68994L,intl
81130,68994M,intl
81131,68994U,intl
81132,68994X,intl
81136,689959,intl
81137,68995C,intl
81138,68995D,intl
81139,68995H,intl
81147,68999J,intl
81148,69000P,intl
81150,69000T,intl
81152,690016,intl
81154,690018,intl
81156,690032,intl
81157,69003N,intl
81158,69003P,intl
81159,69003Q,intl
81161,690041,intl
81162,690044,intl
81163,69004L,intl
81164,69004Q,intl
81165,690052,intl
81166,69005C,intl
81167,69006L,intl
81168,69007H,intl
81169,69008J,intl
81170,69008X,intl
81172,69009D,intl
81173,69009E,intl
81174,69009F,intl
81175,69009H,intl
81176,69009K,intl
81177,690100,intl
81178,690103,intl
81179,690165,intl
81181,690167,intl
81183,690169,intl
81184,69017K,intl
81186,69023W,intl
81187,69025L,intl
81188,69025Q,intl
81189,69025R,intl
81190,690266,intl
81193,69026M,intl
81195,69026P,intl
81196,69027E,intl
81197,69027F,intl
81198,69027H,intl
81199,69027J,intl
81200,69027K,intl
81201,69027L,intl
81203,690327,intl
81204,69033Q,intl
81205,69033U,intl
81206,69033V,intl
81208,690346,intl
81209,690349,intl
81211,690350,intl
81212,690351,intl
81213,69035E,intl
81214,69035F,intl
81215,69035H,intl
81216,69035L,intl
81217,69035R,intl
81218,690378,intl
81219,69037D,intl
81220,69037E,intl
81221,69037J,intl
81222,69037K,intl
81223,69037L,intl
81224,69037M,intl
81225,690387,intl
81226,690388,intl
81227,690389,intl
81228,690410,intl
81229,690414,intl
81231,690450,intl
81232,690451,intl
81233,690452,intl
81235,690454,intl
81236,690455,intl
81237,690456,intl
81238,690457,intl
81239,690469,intl
81240,69048X,intl
81241,690493,intl
81242,690498,intl
81243,69050P,intl
81245,690530,intl
81246,69053E,intl
81247,69053J,intl
81248,69053K,intl
81249,69053L,intl
81250,69053M,intl
81251,69053T,intl
81252,69054N,intl
81253,69054W,intl
81254,690556,intl
81255,69056K,intl
81256,69056R,intl
81257,69056W,intl
81258,69057C,intl
81259,69057N,intl
81260,69059M,intl
81261,69059P,intl
81262,69063M,intl
81263,690652,intl
81264,690658,intl
81265,69067V,intl
81266,69068C,intl
81267,69068D,intl
81268,69068Q,intl
81269,69068R,intl
81270,69069H,intl
81272,69070C,intl
81276,69072U,intl
81277,69073F,intl
81278,69073H,intl
81279,69073J,intl
81280,69073K,intl
81281,69074Q,intl
81282,690784,intl
81283,690787,intl
81284,69078W,intl
81286,69079C,intl
81287,69079D,intl
81288,69079E,intl
81289,69079H,intl
81290,690822,intl
81292,69083K,intl
81293,69083L,intl
81294,69083M,intl
81295,69083P,intl
81297,69083R,intl
81298,69086V,intl
81299,69090W,intl
81300,690913,intl
81303,69091R,intl
81304,69092U,intl
81305,69093E,intl
81306,69093Q,intl
81307,69096C,intl
81309,690975,intl
81311,690977,intl
81312,690978,intl
81313,691000,intl
81314,691006,intl
81315,691007,intl
81316,691009,intl
81317,69100F,intl
81321,69100Q,intl
81322,69100W,intl
81323,691015,intl
81324,691016,intl
81325,691017,intl
81326,691018,intl
81327,691019,intl
81328,691026,intl
81329,691027,intl
81330,691029,intl
81331,69102M,intl
81332,691030,intl
81333,691031,intl
81334,691032,intl
81335,691034,intl
81336,691035,intl
81337,691038,intl
81338,691039,intl
81339,691041,intl
81340,691045,intl
81341,691050,intl
81342,691051,intl
81343,691053,intl
81344,691054,intl
81345,691055,intl
81346,691056,intl
81347,691065,intl
81348,691069,intl
81349,691071,intl
81350,691075,intl
81351,691076,intl
81352,691078,intl
81353,691079,intl
81354,69107N,intl
81355,691080,intl
81356,691090,intl
81357,691094,intl
81358,691096,intl
81359,691100,intl
81360,691109,intl
81361,691110,intl
81362,691113,intl
81363,691116,intl
81364,691118,intl
81365,691120,intl
81366,691121,intl
81367,691122,intl
81368,691126,intl
81369,691127,intl
81370,691128,intl
81371,69112M,intl
81372,69112N,intl
81373,69112R,intl
81374,691130,intl
81375,691133,intl
81376,691134,intl
81377,691135,intl
81378,691138,intl
81379,691143,intl
81380,691144,intl
81381,691148,intl
81382,691149,intl
81383,691150,intl
81384,691153,intl
81385,691154,intl
81386,691158,intl
81387,691166,intl
81388,691172,intl
81389,691181,intl
81390,691182,intl
81391,691183,intl
81392,691184,intl
81393,691185,intl
81394,69118F,intl
81395,691190,intl
81396,691191,intl
81397,691197,intl
81398,691203,intl
81399,691206,intl
81400,691207,intl
81401,691209,intl
81402,691213,intl
81403,691214,intl
81404,691218,intl
81405,691227,intl
81406,691229,intl
81407,691230,intl
81408,691231,intl
81409,691232,intl
81410,691236,intl
81411,691237,intl
81412,691239,intl
81413,691243,intl
81414,691246,intl
81415,691248,intl
81416,691251,intl
81417,691252,intl
81418,691258,intl
81419,691274,intl
81420,691275,intl
81421,691276,intl
81422,691277,intl
81423,691278,intl
81424,691279,intl
81425,691281,intl
81426,691282,intl
81427,691283,intl
81428,691284,intl
81429,691286,intl
81430,691287,intl
81431,69128V,intl
81432,691290,intl
81433,691297,intl
81434,691298,intl
81435,69129Q,intl
81436,691301,intl
81437,691302,intl
81438,691309,intl
81439,691312,intl
81440,691313,intl
81441,691315,intl
81442,69131V,intl
81443,691320,intl
81444,69132C,intl
81445,69132X,intl
81446,691330,intl
81447,691334,intl
81448,691335,intl
81449,691337,intl
81454,69133U,intl
81457,691340,intl
81459,691350,intl
81460,691351,intl
81461,691354,intl
81462,691355,intl
81463,691356,intl
81464,691357,intl
81465,691359,intl
81466,69135D,intl
81467,691360,intl
81468,691361,intl
81469,691362,intl
81470,691364,intl
81471,691365,intl
81472,69136K,intl
81473,69136Q,intl
81474,69136T,intl
81475,691374,intl
81476,69137K,intl
81477,69137N,intl
81478,691383,intl
81479,69138C,intl
81480,691393,intl
81481,691404,intl
81482,691405,intl
81483,691407,intl
81484,691408,intl
81485,691409,intl
81487,69140P,intl
81488,69140R,intl
81489,691412,intl
81490,691413,intl
81491,691414,intl
81492,691415,intl
81493,691416,intl
81494,691423,intl
81495,691436,intl
81496,691437,intl
81497,691438,intl
81498,691440,intl
81499,691441,intl
81500,691446,intl
81501,691451,intl
81502,691452,intl
81503,691453,intl
81504,691454,intl
81505,691455,intl
81506,691456,intl
81507,691457,intl
81508,691459,intl
81509,691460,intl
81510,691462,intl
81511,691463,intl
81512,691464,intl
81513,691476,intl
81514,691477,intl
81515,691483,intl
81516,691484,intl
81517,691485,intl
81518,691487,intl
81519,691488,intl
81520,69148K,intl
81521,691490,intl
81522,691491,intl
81523,691493,intl
81524,691498,intl
81525,691499,intl
81526,691504,intl
81527,691505,intl
81528,691506,intl
81529,691508,intl
81530,691509,intl
81531,69150C,intl
81533,69150J,intl
81534,69150K,intl
81535,69150N,intl
81536,69150P,intl
81537,69150Q,intl
81538,69150T,intl
81539,691510,intl
81540,691511,intl
81541,691514,intl
81542,691516,intl
81543,691517,intl
81544,691518,intl
81545,691519,intl
81546,691520,intl
81547,691522,intl
81548,691523,intl
81549,691524,intl
81550,691525,intl
81552,691536,intl
81553,691537,intl
81554,691538,intl
81557,691541,intl
81558,691542,intl
81559,691543,intl
81560,691544,intl
81561,691547,intl
81562,691548,intl
81563,691550,intl
81564,691551,intl
81565,691552,intl
81566,691553,intl
81567,691555,intl
81568,691556,intl
81569,691557,intl
81570,691558,intl
81571,691559,intl
81572,69155L,intl
81573,69155M,intl
81574,69155N,intl
81575,69155R,intl
81576,69155U,intl
81577,69155X,intl
81578,691560,intl
81579,691562,intl
81580,691563,intl
81581,691564,intl
81582,691565,intl
81583,691566,intl
81584,691567,intl
81585,691568,intl
81586,691570,intl
81587,691571,intl
81588,691572,intl
81589,691573,intl
81590,691574,intl
81591,691577,intl
81592,691581,intl
81593,691582,intl
81594,691584,intl
81595,691585,intl
81596,691586,intl
81597,691589,intl
81598,691590,intl
81599,691592,intl
81600,691593,intl
81601,691595,intl
81602,691596,intl
81603,691598,intl
81604,691599,intl
81605,691600,intl
81606,691601,intl
81607,691602,intl
81608,691604,intl
81609,691605,intl
81610,691606,intl
81611,691607,intl
81612,691608,intl
81613,691609,intl
81614,69160D,intl
81615,69160K,intl
81616,69160N,intl
